Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-08-0352-01A-01D-0310-01	1	41075771	41745970	338	0.500645
TCGA-08-0352-01A-01D-0310-01	1	41747410	159841166	52798	0.000000
TCGA-08-0352-01A-01D-0310-01	1	159843741	160225263	215	0.556730
TCGA-08-0352-01A-01D-0310-01	1	160225757	247812431	55895	0.000000
TCGA-08-0352-01A-01D-0310-01	2	484222	65404632	37671	0.000000
TCGA-08-0352-01A-01D-0310-01	2	65406299	66213404	607	0.517340
TCGA-08-0352-01A-01D-0310-01	2	66215208	242476062	92950	0.000000
TCGA-08-0352-01A-01D-0310-01	3	2212571	51881276	28454	0.000000
TCGA-08-0352-01A-01D-0310-01	3	51888286	52139910	90	0.870641
TCGA-08-0352-01A-01D-0310-01	3	52140767	52688063	209	0.000000
TCGA-08-0352-01A-01D-0310-01	3	52692176	52784174	36	0.555355
TCGA-08-0352-01A-01D-0310-01	3	52784997	88079789	20951	0.000000
TCGA-08-0352-01A-01D-0310-01	3	88080579	93736226	1139	-0.584119
TCGA-08-0352-01A-01D-0310-01	3	93737580	114616554	11387	0.000000
TCGA-08-0352-01A-01D-0310-01	3	114620386	115526357	511	0.578267
TCGA-08-0352-01A-01D-0310-01	3	115528064	185410075	36915	0.000000
TCGA-08-0352-01A-01D-0310-01	3	185417142	185740386	179	0.499917
TCGA-08-0352-01A-01D-0310-01	3	185742303	186086283	358	1.050530
TCGA-08-0352-01A-01D-0310-01	3	186086878	186221841	87	0.499917
TCGA-08-0352-01A-01D-0310-01	3	186221871	197538677	5993	0.000000
TCGA-08-0352-01A-01D-0310-01	4	1053934	188763651	102695	0.000000
TCGA-08-0352-01A-01D-0310-01	5	914233	68589890	36964	0.000000
TCGA-08-0352-01A-01D-0310-01	5	68595748	68639183	14	0.936505
TCGA-08-0352-01A-01D-0310-01	5	68643381	165654235	54726	0.000000
TCGA-08-0352-01A-01D-0310-01	5	165654695	165907529	174	-0.604946
TCGA-08-0352-01A-01D-0310-01	5	165908825	180360469	8575	0.000000
TCGA-08-0352-01A-01D-0310-01	6	1014281	42486647	25186	0.000000
TCGA-08-0352-01A-01D-0310-01	6	42486688	43124987	297	0.486722
TCGA-08-0352-01A-01D-0310-01	6	43126907	112611022	36539	0.000000
TCGA-08-0352-01A-01D-0310-01	6	112614698	113547028	589	0.942732
TCGA-08-0352-01A-01D-0310-01	6	113556710	170903919	33805	0.000000
TCGA-08-0352-01A-01D-0310-01	7	708774	54954317	32275	0.000000
TCGA-08-0352-01A-01D-0310-01	7	54957101	55644680	604	2.553776
TCGA-08-0352-01A-01D-0310-01	7	55651352	71656002	4333	0.000000
TCGA-08-0352-01A-01D-0310-01	7	71693628	71788322	60	-1.044982
TCGA-08-0352-01A-01D-0310-01	7	71793386	116346914	21651	0.000000
TCGA-08-0352-01A-01D-0310-01	7	116349016	116349221	6	-0.630737
TCGA-08-0352-01A-01D-0310-01	7	116350732	158385118	22330	0.000000
TCGA-08-0352-01A-01D-0310-01	8	617667	145232496	81503	0.000000
TCGA-08-0352-01A-01D-0310-01	9	789932	19454906	11656	0.000000
TCGA-08-0352-01A-01D-0310-01	9	19458939	30305633	6480	-0.617864
TCGA-08-0352-01A-01D-0310-01	9	30306212	32717956	1435	0.000000
TCGA-08-0352-01A-01D-0310-01	9	32720700	33510912	551	0.544738
TCGA-08-0352-01A-01D-0310-01	9	33514748	139825048	47481	0.000000
TCGA-08-0352-01A-01D-0310-01	9	139825918	140141301	54	0.483572
TCGA-08-0352-01A-01D-0310-01	9	140151409	140938752	231	0.000000
TCGA-08-0352-01A-01D-0310-01	10	415240	135225087	80757	0.000000
TCGA-08-0352-01A-01D-0310-01	11	456120	64573223	34928	0.000000
TCGA-08-0352-01A-01D-0310-01	11	64573238	73403173	3474	-0.565174
TCGA-08-0352-01A-01D-0310-01	11	73408272	82432134	5548	0.000000
TCGA-08-0352-01A-01D-0310-01	11	82433268	82436792	6	-1.188071
TCGA-08-0352-01A-01D-0310-01	11	82440868	134140152	33247	0.000000
TCGA-08-0352-01A-01D-0310-01	12	889902	4256041	1706	0.000000
TCGA-08-0352-01A-01D-0310-01	12	4257018	4843996	477	0.554062
TCGA-08-0352-01A-01D-0310-01	12	4851380	52465667	24409	0.000000
TCGA-08-0352-01A-01D-0310-01	12	52470109	52994223	333	0.567041
TCGA-08-0352-01A-01D-0310-01	12	52997033	58117645	2632	0.000000
TCGA-08-0352-01A-01D-0310-01	12	58124803	58470456	171	0.423276
TCGA-08-0352-01A-01D-0310-01	12	58471457	128729243	42579	0.000000
TCGA-08-0352-01A-01D-0310-01	12	128912189	131963584	1193	-0.569786
TCGA-08-0352-01A-01D-0310-01	12	131975503	133155338	323	0.000000
TCGA-08-0352-01A-01D-0310-01	13	19450806	26694443	3725	0.000000
TCGA-08-0352-01A-01D-0310-01	13	26699690	27374729	489	0.566989
TCGA-08-0352-01A-01D-0310-01	13	27375524	114987458	52372	0.000000
TCGA-08-0352-01A-01D-0310-01	14	20501368	27451063	3363	0.000000
TCGA-08-0352-01A-01D-0310-01	14	27451920	33868687	3661	-0.590232
TCGA-08-0352-01A-01D-0310-01	14	33871107	69467023	19999	0.000000
TCGA-08-0352-01A-01D-0310-01	14	69467475	69523223	30	0.622829
TCGA-08-0352-01A-01D-0310-01	14	69523944	105986740	22350	0.000000
TCGA-08-0352-01A-01D-0310-01	15	23687685	101884307	44467	0.000000
TCGA-08-0352-01A-01D-0310-01	16	653503	2393421	432	0.000000
TCGA-08-0352-01A-01D-0310-01	16	2393970	2873643	117	0.448503
TCGA-08-0352-01A-01D-0310-01	16	2874444	6139239	1783	0.000000
TCGA-08-0352-01A-01D-0310-01	16	6139749	6456291	176	-0.538808
TCGA-08-0352-01A-01D-0310-01	16	6456559	89379319	38237	0.000000
TCGA-08-0352-01A-01D-0310-01	17	987221	80917016	36953	0.000000
TCGA-08-0352-01A-01D-0310-01	18	329586	20740821	9200	0.000000
TCGA-08-0352-01A-01D-0310-01	18	20744254	21413303	390	0.551837
TCGA-08-0352-01A-01D-0310-01	18	21413869	77107934	33037	0.000000
TCGA-08-0352-01A-01D-0310-01	19	284018	58878226	23922	0.000000
TCGA-08-0352-01A-01D-0310-01	20	456452	62219837	37256	0.000000
TCGA-08-0352-01A-01D-0310-01	21	15372509	47678295	20566	0.000000
TCGA-08-0352-01A-01D-0310-01	22	17423930	29839847	4720	0.000000
TCGA-08-0352-01A-01D-0310-01	22	29840340	30150549	168	0.497686
TCGA-08-0352-01A-01D-0310-01	22	30153271	48752397	11577	0.000000
TCGA-08-0352-01A-01D-0310-01	22	48757576	48760125	5	-1.122422
TCGA-08-0352-01A-01D-0310-01	22	48762509	49331012	425	0.000000
TCGA-08-0352-01A-01D-0310-01	X	3157107	154905589	63761	0.000000
TCGA-08-0353-01A-01G-0293-01	1	3218610	34435381	16255	0.000000
TCGA-08-0353-01A-01G-0293-01	1	34438709	34440412	5	-1.292893
TCGA-08-0353-01A-01G-0293-01	1	34441126	112710524	46653	0.000000
TCGA-08-0353-01A-01G-0293-01	1	112710874	112717693	13	-1.292893
TCGA-08-0353-01A-01G-0293-01	1	112720634	116991907	2697	0.000000
TCGA-08-0353-01A-01G-0293-01	1	116991956	116996509	6	-1.292893
TCGA-08-0353-01A-01G-0293-01	1	116997327	161930476	8390	0.000000
TCGA-08-0353-01A-01G-0293-01	1	161930730	161931260	6	-1.292893
TCGA-08-0353-01A-01G-0293-01	1	161933048	201371726	25155	0.000000
TCGA-08-0353-01A-01G-0293-01	1	201372479	203840196	1530	0.419712
TCGA-08-0353-01A-01G-0293-01	1	203842292	247812431	28313	0.000000
TCGA-08-0353-01A-01G-0293-01	2	484222	36173247	21170	0.000000
TCGA-08-0353-01A-01G-0293-01	2	36173270	36180242	8	-1.292893
TCGA-08-0353-01A-01G-0293-01	2	36184659	36623101	294	0.100418
TCGA-08-0353-01A-01G-0293-01	2	36624187	36913267	276	-0.160972
TCGA-08-0353-01A-01G-0293-01	2	36915185	36949008	39	0.000000
TCGA-08-0353-01A-01G-0293-01	2	36949560	36959885	17	2.176239
TCGA-08-0353-01A-01G-0293-01	2	36961691	45982030	5175	0.000000
TCGA-08-0353-01A-01G-0293-01	2	45982645	45986619	5	-1.292893
TCGA-08-0353-01A-01G-0293-01	2	45989023	127919620	39476	0.000000
TCGA-08-0353-01A-01G-0293-01	2	127919641	127924111	5	3.648798
TCGA-08-0353-01A-01G-0293-01	2	127924714	130500081	1572	0.000000
TCGA-08-0353-01A-01G-0293-01	2	130502830	130507413	5	-1.286388
TCGA-08-0353-01A-01G-0293-01	2	130509494	169558241	21363	0.000000
TCGA-08-0353-01A-01G-0293-01	2	169562764	169745759	159	-0.120743
TCGA-08-0353-01A-01G-0293-01	2	169748605	169753135	5	-1.263582
TCGA-08-0353-01A-01G-0293-01	2	169753437	171128564	840	0.000000
TCGA-08-0353-01A-01G-0293-01	2	171129362	171130071	5	-1.263582
TCGA-08-0353-01A-01G-0293-01	2	171135402	171348986	173	0.000000
TCGA-08-0353-01A-01G-0293-01	2	171349028	171567842	169	-0.320962
TCGA-08-0353-01A-01G-0293-01	2	171576885	216485664	24652	0.000000
TCGA-08-0353-01A-01G-0293-01	2	216486104	216486739	5	-1.292893
TCGA-08-0353-01A-01G-0293-01	2	216487896	216771752	190	0.000000
TCGA-08-0353-01A-01G-0293-01	2	216776269	216776870	5	-1.287079
TCGA-08-0353-01A-01G-0293-01	2	216778677	234764618	10872	0.000000
TCGA-08-0353-01A-01G-0293-01	2	234765063	234768230	8	-1.248613
TCGA-08-0353-01A-01G-0293-01	2	234775346	242476062	4740	0.000000
TCGA-08-0353-01A-01G-0293-01	3	2212571	2985142	256	0.000000
TCGA-08-0353-01A-01G-0293-01	3	2987986	5259282	1450	0.181192
TCGA-08-0353-01A-01G-0293-01	3	5277099	55459140	29013	0.000000
TCGA-08-0353-01A-01G-0293-01	3	55459275	55462573	7	-1.292893
TCGA-08-0353-01A-01G-0293-01	3	55463572	55768218	245	-0.190529
TCGA-08-0353-01A-01G-0293-01	3	55768688	59365113	2052	0.000000
TCGA-08-0353-01A-01G-0293-01	3	59366118	59373487	9	-1.292893
TCGA-08-0353-01A-01G-0293-01	3	59373505	72282565	8508	0.000000
TCGA-08-0353-01A-01G-0293-01	3	72285797	72289425	7	-1.292893
TCGA-08-0353-01A-01G-0293-01	3	72293852	143574901	37262	0.000000
TCGA-08-0353-01A-01G-0293-01	3	143581788	161772013	9627	0.359242
TCGA-08-0353-01A-01G-0293-01	3	161778875	163712210	794	0.177971
TCGA-08-0353-01A-01G-0293-01	3	163712524	164259990	253	1.167103
TCGA-08-0353-01A-01G-0293-01	3	164263895	174869139	5338	0.000000
TCGA-08-0353-01A-01G-0293-01	3	174869400	197538677	11488	3.496003
TCGA-08-0353-01A-01G-0293-01	4	1053934	28236756	16985	0.000000
TCGA-08-0353-01A-01G-0293-01	4	28237413	28238070	6	-1.163762
TCGA-08-0353-01A-01G-0293-01	4	28238131	40503270	7248	0.000000
TCGA-08-0353-01A-01G-0293-01	4	40505221	58885874	7881	0.106133
TCGA-08-0353-01A-01G-0293-01	4	58888690	142070069	45638	0.000000
TCGA-08-0353-01A-01G-0293-01	4	142074665	142078534	6	-1.292893
TCGA-08-0353-01A-01G-0293-01	4	142081109	188763651	24931	0.000000
TCGA-08-0353-01A-01G-0293-01	5	914233	13184172	8279	0.000000
TCGA-08-0353-01A-01G-0293-01	5	13187755	13237184	36	-0.723219
TCGA-08-0353-01A-01G-0293-01	5	13238542	13239602	5	-1.292893
TCGA-08-0353-01A-01G-0293-01	5	13241180	61186602	24485	0.000000
TCGA-08-0353-01A-01G-0293-01	5	61189812	61193515	6	-1.284220
TCGA-08-0353-01A-01G-0293-01	5	61193774	116104262	28947	0.000000
TCGA-08-0353-01A-01G-0293-01	5	116104323	116105353	5	-1.292893
TCGA-08-0353-01A-01G-0293-01	5	116107372	142389963	15021	0.000000
TCGA-08-0353-01A-01G-0293-01	5	142390573	142402857	7	-1.284698
TCGA-08-0353-01A-01G-0293-01	5	142403036	153061204	6968	0.000000
TCGA-08-0353-01A-01G-0293-01	5	153062161	153066088	9	-1.255675
TCGA-08-0353-01A-01G-0293-01	5	153067022	162433327	5985	0.000000
TCGA-08-0353-01A-01G-0293-01	5	162434073	162434427	5	-1.226146
TCGA-08-0353-01A-01G-0293-01	5	162435179	180360469	10695	0.000000
TCGA-08-0353-01A-01G-0293-01	6	1014281	1216236	192	0.000000
TCGA-08-0353-01A-01G-0293-01	6	1216376	1217120	6	-0.533117
TCGA-08-0353-01A-01G-0293-01	6	1217308	1494687	246	0.000000
TCGA-08-0353-01A-01G-0293-01	6	1494886	1497523	5	-0.533117
TCGA-08-0353-01A-01G-0293-01	6	1500918	151853067	85064	0.000000
TCGA-08-0353-01A-01G-0293-01	6	151855708	151860110	5	-0.560060
TCGA-08-0353-01A-01G-0293-01	6	151863481	156935232	3611	0.000000
TCGA-08-0353-01A-01G-0293-01	6	156938216	156955041	13	-0.560529
TCGA-08-0353-01A-01G-0293-01	6	156958511	170903919	7274	0.000000
TCGA-08-0353-01A-01G-0293-01	7	708774	54617373	32038	0.000000
TCGA-08-0353-01A-01G-0293-01	7	54619107	55373436	682	2.908528
TCGA-08-0353-01A-01G-0293-01	7	55374002	154873395	46575	0.000000
TCGA-08-0353-01A-01G-0293-01	7	154873460	154879939	6	-1.213817
TCGA-08-0353-01A-01G-0293-01	7	154880678	158385118	1958	0.000000
TCGA-08-0353-01A-01G-0293-01	8	617667	38457105	22164	0.000000
TCGA-08-0353-01A-01G-0293-01	8	38469303	38473575	5	-1.268230
TCGA-08-0353-01A-01G-0293-01	8	38476932	128627756	49280	0.000000
TCGA-08-0353-01A-01G-0293-01	8	128630123	129102800	344	-0.186509
TCGA-08-0353-01A-01G-0293-01	8	129103032	145232496	9710	0.000000
TCGA-08-0353-01A-01G-0293-01	9	789932	3160718	1668	0.000000
TCGA-08-0353-01A-01G-0293-01	9	3168100	3169845	7	-1.292893
TCGA-08-0353-01A-01G-0293-01	9	3171899	20457812	10744	0.000000
TCGA-08-0353-01A-01G-0293-01	9	20460790	22266091	1241	-0.539408
TCGA-08-0353-01A-01G-0293-01	9	22280796	22935156	395	0.000000
TCGA-08-0353-01A-01G-0293-01	9	22936007	23575231	416	-0.539408
TCGA-08-0353-01A-01G-0293-01	9	23582263	32850696	5193	0.000000
TCGA-08-0353-01A-01G-0293-01	9	32850712	32891041	44	-0.434242
TCGA-08-0353-01A-01G-0293-01	9	32894709	34891710	1130	0.000000
TCGA-08-0353-01A-01G-0293-01	9	34892442	34895767	5	-0.575963
TCGA-08-0353-01A-01G-0293-01	9	34896624	38535164	2214	0.000000
TCGA-08-0353-01A-01G-0293-01	9	38536475	38536836	5	3.612250
TCGA-08-0353-01A-01G-0293-01	9	38537125	71884536	927	0.000000
TCGA-08-0353-01A-01G-0293-01	9	71888362	71889406	5	-1.292893
TCGA-08-0353-01A-01G-0293-01	9	71892006	136617805	42321	0.000000
TCGA-08-0353-01A-01G-0293-01	9	136618314	136807034	124	-0.149197
TCGA-08-0353-01A-01G-0293-01	9	136807640	136813368	7	-1.292893
TCGA-08-0353-01A-01G-0293-01	9	136814445	140938752	1442	0.000000
TCGA-08-0353-01A-01G-0293-01	10	415240	5895343	3447	0.000000
TCGA-08-0353-01A-01G-0293-01	10	5898098	5902711	9	-0.625419
TCGA-08-0353-01A-01G-0293-01	10	5904903	11302163	4242	0.000000
TCGA-08-0353-01A-01G-0293-01	10	11302345	11303759	7	-0.666529
TCGA-08-0353-01A-01G-0293-01	10	11304024	18247677	4908	0.000000
TCGA-08-0353-01A-01G-0293-01	10	18248095	18253351	6	-0.647055
TCGA-08-0353-01A-01G-0293-01	10	18256874	30251168	8127	0.000000
TCGA-08-0353-01A-01G-0293-01	10	30252589	30254880	5	-0.647055
TCGA-08-0353-01A-01G-0293-01	10	30258249	34422694	2818	0.000000
TCGA-08-0353-01A-01G-0293-01	10	34424509	34426912	5	-0.591301
TCGA-08-0353-01A-01G-0293-01	10	34427458	61956912	11798	0.000000
TCGA-08-0353-01A-01G-0293-01	10	61957168	61960705	5	-0.649302
TCGA-08-0353-01A-01G-0293-01	10	61961162	79082890	10033	0.000000
TCGA-08-0353-01A-01G-0293-01	10	79083254	79087031	7	-0.666529
TCGA-08-0353-01A-01G-0293-01	10	79087597	79530227	368	0.000000
TCGA-08-0353-01A-01G-0293-01	10	79531406	79537282	7	-0.666529
TCGA-08-0353-01A-01G-0293-01	10	79538660	90588601	7070	0.000000
TCGA-08-0353-01A-01G-0293-01	10	90588789	90590746	5	-0.597921
TCGA-08-0353-01A-01G-0293-01	10	90597628	92435098	1243	0.000000
TCGA-08-0353-01A-01G-0293-01	10	92435700	92442274	11	-0.623525
TCGA-08-0353-01A-01G-0293-01	10	92443180	94897309	1181	0.000000
TCGA-08-0353-01A-01G-0293-01	10	94897483	94936328	26	-0.563537
TCGA-08-0353-01A-01G-0293-01	10	94936521	123198136	18169	0.000000
TCGA-08-0353-01A-01G-0293-01	10	123198212	123198960	7	-0.622111
TCGA-08-0353-01A-01G-0293-01	10	123201905	123769514	487	0.000000
TCGA-08-0353-01A-01G-0293-01	10	123771303	123773023	5	-0.651768
TCGA-08-0353-01A-01G-0293-01	10	123774382	124037723	217	-0.165337
TCGA-08-0353-01A-01G-0293-01	10	124038072	135225087	6544	0.000000
TCGA-08-0353-01A-01G-0293-01	11	456120	6530138	2847	0.000000
TCGA-08-0353-01A-01G-0293-01	11	6532519	6534099	5	-1.159218
TCGA-08-0353-01A-01G-0293-01	11	6540222	20284258	9713	0.000000
TCGA-08-0353-01A-01G-0293-01	11	20285599	20290545	5	-1.199226
TCGA-08-0353-01A-01G-0293-01	11	20290604	42735729	14233	0.000000
TCGA-08-0353-01A-01G-0293-01	11	42738308	42751976	8	-1.192571
TCGA-08-0353-01A-01G-0293-01	11	42756178	59566293	5665	0.000000
TCGA-08-0353-01A-01G-0293-01	11	59567741	60215066	414	-0.172825
TCGA-08-0353-01A-01G-0293-01	11	60217790	79046388	8785	0.000000
TCGA-08-0353-01A-01G-0293-01	11	79046417	79054252	7	-1.106700
TCGA-08-0353-01A-01G-0293-01	11	79054990	115514202	22617	0.000000
TCGA-08-0353-01A-01G-0293-01	11	115514922	115519503	6	-1.206110
TCGA-08-0353-01A-01G-0293-01	11	115521900	119969030	3105	0.000000
TCGA-08-0353-01A-01G-0293-01	11	119969583	119970538	5	-1.130566
TCGA-08-0353-01A-01G-0293-01	11	119971134	134140152	9788	0.000000
TCGA-08-0353-01A-01G-0293-01	12	889902	133155338	73823	0.000000
TCGA-08-0353-01A-01G-0293-01	13	19450806	29930603	6098	0.000000
TCGA-08-0353-01A-01G-0293-01	13	29933712	30381204	324	-0.105687
TCGA-08-0353-01A-01G-0293-01	13	30382194	46370432	10503	0.000000
TCGA-08-0353-01A-01G-0293-01	13	46371975	46377435	7	-1.204784
TCGA-08-0353-01A-01G-0293-01	13	46379339	47569753	799	-0.119882
TCGA-08-0353-01A-01G-0293-01	13	47573173	114987458	38855	0.000000
TCGA-08-0353-01A-01G-0293-01	14	20501368	105986740	49403	0.000000
TCGA-08-0353-01A-01G-0293-01	15	23687685	86667874	34951	0.000000
TCGA-08-0353-01A-01G-0293-01	15	86668480	86669309	5	-1.197905
TCGA-08-0353-01A-01G-0293-01	15	86671525	93006230	4374	0.000000
TCGA-08-0353-01A-01G-0293-01	15	93006509	93007049	5	-1.197905
TCGA-08-0353-01A-01G-0293-01	15	93009735	96088452	1641	0.000000
TCGA-08-0353-01A-01G-0293-01	15	96089577	96094707	15	-1.125627
TCGA-08-0353-01A-01G-0293-01	15	96095861	101884307	3476	0.000000
TCGA-08-0353-01A-01G-0293-01	16	653503	65462858	26134	0.000000
TCGA-08-0353-01A-01G-0293-01	16	65463509	65480282	12	0.159953
TCGA-08-0353-01A-01G-0293-01	16	65482489	65813570	257	-0.119689
TCGA-08-0353-01A-01G-0293-01	16	65815673	82864466	10793	0.000000
TCGA-08-0353-01A-01G-0293-01	16	82864753	82865246	6	-1.121743
TCGA-08-0353-01A-01G-0293-01	16	82867755	83764140	831	0.000000
TCGA-08-0353-01A-01G-0293-01	16	83765357	83767219	7	-1.121743
TCGA-08-0353-01A-01G-0293-01	16	83768720	89379319	2705	0.000000
TCGA-08-0353-01A-01G-0293-01	17	987221	5120272	1772	0.000000
TCGA-08-0353-01A-01G-0293-01	17	5124908	5138513	6	3.656854
TCGA-08-0353-01A-01G-0293-01	17	5141800	9759490	2675	0.000000
TCGA-08-0353-01A-01G-0293-01	17	9760589	9767222	5	-0.665578
TCGA-08-0353-01A-01G-0293-01	17	9767381	33028690	8578	0.000000
TCGA-08-0353-01A-01G-0293-01	17	33029570	33029798	5	-0.617194
TCGA-08-0353-01A-01G-0293-01	17	33031082	80917016	23912	0.000000
TCGA-08-0353-01A-01G-0293-01	18	329586	74281812	40973	0.000000
TCGA-08-0353-01A-01G-0293-01	18	74282359	74285160	6	-1.292893
TCGA-08-0353-01A-01G-0293-01	18	74285410	77107934	1648	0.000000
TCGA-08-0353-01A-01G-0293-01	19	284018	11162638	3716	0.225378
TCGA-08-0353-01A-01G-0293-01	19	11163689	29865345	6534	0.000000
TCGA-08-0353-01A-01G-0293-01	19	29867796	29869768	5	-1.219150
TCGA-08-0353-01A-01G-0293-01	19	29871932	58878226	13667	0.000000
TCGA-08-0353-01A-01G-0293-01	20	456452	42019919	23841	0.000000
TCGA-08-0353-01A-01G-0293-01	20	42022225	42026331	5	-1.234028
TCGA-08-0353-01A-01G-0293-01	20	42026425	62219837	13410	0.000000
TCGA-08-0353-01A-01G-0293-01	21	15372509	27780065	7668	0.000000
TCGA-08-0353-01A-01G-0293-01	21	27780762	27783039	5	-1.165308
TCGA-08-0353-01A-01G-0293-01	21	27785128	47678295	12893	0.000000
TCGA-08-0353-01A-01G-0293-01	22	17423930	47987931	15785	0.000000
TCGA-08-0353-01A-01G-0293-01	22	47989214	48046560	53	-0.585126
TCGA-08-0353-01A-01G-0293-01	22	48047131	49018233	830	0.000000
TCGA-08-0353-01A-01G-0293-01	22	49020010	49027446	6	-1.198832
TCGA-08-0353-01A-01G-0293-01	22	49027856	49331012	221	0.000000
TCGA-08-0353-01A-01G-0293-01	X	3157107	32226983	13289	0.000000
TCGA-08-0353-01A-01G-0293-01	X	32227081	32287792	47	0.146521
TCGA-08-0353-01A-01G-0293-01	X	32289005	32290916	6	-1.189736
TCGA-08-0353-01A-01G-0293-01	X	32291734	36749310	1687	0.000000
TCGA-08-0353-01A-01G-0293-01	X	36750215	36757158	5	-1.189736
TCGA-08-0353-01A-01G-0293-01	X	36758475	128763460	37311	0.000000
TCGA-08-0353-01A-01G-0293-01	X	128763583	128767655	6	-1.137099
TCGA-08-0353-01A-01G-0293-01	X	128769408	142349216	5721	0.000000
TCGA-08-0353-01A-01G-0293-01	X	142349987	142353260	10	-1.070027
TCGA-08-0353-01A-01G-0293-01	X	142354336	154905589	5679	0.000000
TCGA-08-0354-01A-01G-0293-01	1	3218610	161930476	74019	0.000000
TCGA-08-0354-01A-01G-0293-01	1	161930730	161931260	6	-1.284001
TCGA-08-0354-01A-01G-0293-01	1	161933048	220488956	37848	0.000000
TCGA-08-0354-01A-01G-0293-01	1	220488972	220489544	6	-1.292893
TCGA-08-0354-01A-01G-0293-01	1	220489717	235663874	9460	0.000000
TCGA-08-0354-01A-01G-0293-01	1	235678750	237014626	905	-0.638893
TCGA-08-0354-01A-01G-0293-01	1	237015100	237299349	253	0.000000
TCGA-08-0354-01A-01G-0293-01	1	237301729	237570426	220	-0.612899
TCGA-08-0354-01A-01G-0293-01	1	237572756	239081747	1238	0.000000
TCGA-08-0354-01A-01G-0293-01	1	239098134	239988849	607	-0.778994
TCGA-08-0354-01A-01G-0293-01	1	239989748	240345142	288	-0.675111
TCGA-08-0354-01A-01G-0293-01	1	240346303	241764452	1106	0.000000
TCGA-08-0354-01A-01G-0293-01	1	241766551	242407657	410	-0.685630
TCGA-08-0354-01A-01G-0293-01	1	242407921	242978133	443	0.110305
TCGA-08-0354-01A-01G-0293-01	1	242979906	243005376	17	1.930294
TCGA-08-0354-01A-01G-0293-01	1	243005398	243458457	67	3.286975
TCGA-08-0354-01A-01G-0293-01	1	243458922	244125726	478	2.904297
TCGA-08-0354-01A-01G-0293-01	1	244125754	246037558	1113	3.630182
TCGA-08-0354-01A-01G-0293-01	1	246037920	246175858	108	0.535862
TCGA-08-0354-01A-01G-0293-01	1	246179308	247245248	105	-0.507459
TCGA-08-0354-01A-01G-0293-01	1	247247008	247812431	326	0.220127
TCGA-08-0354-01A-01G-0293-01	2	484222	6323512	3230	-0.680991
TCGA-08-0354-01A-01G-0293-01	2	6325751	18505576	8223	0.000000
TCGA-08-0354-01A-01G-0293-01	2	18505648	18681597	161	-0.134221
TCGA-08-0354-01A-01G-0293-01	2	18682294	219908937	105964	0.000000
TCGA-08-0354-01A-01G-0293-01	2	219914357	223694545	2482	-0.699545
TCGA-08-0354-01A-01G-0293-01	2	223700432	223893541	138	0.000000
TCGA-08-0354-01A-01G-0293-01	2	223895958	223953603	43	-0.784911
TCGA-08-0354-01A-01G-0293-01	2	223958144	242476062	10987	0.000000
TCGA-08-0354-01A-01G-0293-01	3	2212571	54314698	29772	0.000000
TCGA-08-0354-01A-01G-0293-01	3	54315380	54330712	13	-1.281970
TCGA-08-0354-01A-01G-0293-01	3	54331795	59365113	3238	0.000000
TCGA-08-0354-01A-01G-0293-01	3	59366118	59373505	10	-1.268192
TCGA-08-0354-01A-01G-0293-01	3	59373745	188920625	69154	0.000000
TCGA-08-0354-01A-01G-0293-01	3	188920753	188959958	28	-1.086003
TCGA-08-0354-01A-01G-0293-01	3	188963780	197538677	4094	0.000000
TCGA-08-0354-01A-01G-0293-01	4	1053934	171143274	93833	0.000000
TCGA-08-0354-01A-01G-0293-01	4	171144642	171149711	5	-1.292893
TCGA-08-0354-01A-01G-0293-01	4	171150657	179275460	4501	0.000000
TCGA-08-0354-01A-01G-0293-01	4	179278251	182742443	1691	-0.713737
TCGA-08-0354-01A-01G-0293-01	4	182751197	182753524	5	-1.273063
TCGA-08-0354-01A-01G-0293-01	4	182754966	188763651	2660	-0.713737
TCGA-08-0354-01A-01G-0293-01	5	914233	10107331	6696	0.000000
TCGA-08-0354-01A-01G-0293-01	5	10107999	10113533	6	-1.289529
TCGA-08-0354-01A-01G-0293-01	5	10114035	180360469	93751	0.000000
TCGA-08-0354-01A-01G-0293-01	6	1014281	124876943	68648	0.000000
TCGA-08-0354-01A-01G-0293-01	6	124878011	124887666	5	-1.283449
TCGA-08-0354-01A-01G-0293-01	6	124890005	155691540	19569	0.000000
TCGA-08-0354-01A-01G-0293-01	6	155695101	156005116	237	-0.779862
TCGA-08-0354-01A-01G-0293-01	6	156008401	170903919	7957	0.000000
TCGA-08-0354-01A-01G-0293-01	7	708774	54585273	32022	0.000000
TCGA-08-0354-01A-01G-0293-01	7	54594535	55203297	541	2.341482
TCGA-08-0354-01A-01G-0293-01	7	55203571	55225327	42	0.303828
TCGA-08-0354-01A-01G-0293-01	7	55225401	55717942	323	2.341482
TCGA-08-0354-01A-01G-0293-01	7	55724401	158385118	48331	0.000000
TCGA-08-0354-01A-01G-0293-01	8	617667	108031311	58851	0.000000
TCGA-08-0354-01A-01G-0293-01	8	108031577	108042036	5	-1.292893
TCGA-08-0354-01A-01G-0293-01	8	108046906	145232496	22647	0.000000
TCGA-08-0354-01A-01G-0293-01	9	789932	4058429	2265	-0.661643
TCGA-08-0354-01A-01G-0293-01	9	4059101	4286932	189	-0.851303
TCGA-08-0354-01A-01G-0293-01	9	4287021	21416492	10675	-0.661643
